voltage,measured_cca,rated_cca,low_sg,battery_type,label,label_3
12.630844218521876,266.88540179531367,648,Yes,Regular Flooded,Replace,Replace
12.775625296713194,237.3562216022061,648,NO,Regular Flooded,Replace,Replace
12.785367591058431,479.0142600456607,324,Yes,Regular Flooded,Good,Good
12.78204610619118,708.1784078319535,648,Yes,Regular Flooded,Good,Good
12.825338580096105,194.8288279406562,432,Yes,Regular Flooded,Replace,Replace
12.703386018342542,117.72921469308407,324,Yes,Regular Flooded,Replace,Replace
12.73352916567351,443.8225950296477,324,Yes,Regular Flooded,Good,Good
12.666132643938884,246.4213806238003,648,Yes,Regular Flooded,Replace,Replace
12.68519606192184,362.4066995771695,324,NO,Regular Flooded,Good,Good
12.736343147590246,362.45433055162414,324,NO,Regular Flooded,Good,Good
12.785436198168997,402.3834929706097,324,NO,Regular Flooded,Good,Good
12.765581802009995,212.868965926784,648,NO,Regular Flooded,Replace,Replace
12.582059265187548,700.2685953387631,648,Yes,Regular Flooded,Good,Good
12.779051682624624,253.64738281232223,648,NO,Regular Flooded,Replace,Replace
12.831786247549257,552.8312947369752,324,Yes,Regular Flooded,Good,Good
12.39597531945566,300.0606714741633,324,Yes,Regular Flooded,Good,Good
12.5957368832733,232.41238347478156,648,Yes,Regular Flooded,Replace,Replace
12.766721779973784,213.74711264196625,432,Yes,Regular Flooded,Replace,Replace
12.905867453359432,522.732691204642,324,NO,Regular Flooded,Good,Good
12.703455541941006,457.6345174468081,324,Yes,Regular Flooded,Good,Good
12.413341837738644,316.6117205469755,324,NO,Regular Flooded,Good,Good
12.750214590092469,176.3956193873888,324,Yes,Regular Flooded,Warning,Warning
12.587829948908956,695.9994125798089,648,Yes,Regular Flooded,Good,Good
12.62578871949241,182.03669057154625,432,Yes,Regular Flooded,Replace,Replace
12.605437492691893,265.1744666546932,648,Yes,Regular Flooded,Replace,Replace
12.395120741297967,287.87227335483897,324,Yes,Regular Flooded,Good,Good
12.92180386159581,473.6531026115027,324,Yes,Regular Flooded,Good,Good
12.852396636962144,725.9972699629566,648,NO,Regular Flooded,Good,Good
12.65046246304304,391.5689263596282,324,Yes,Regular Flooded,Good,Good
12.520548320391311,293.8047474891285,324,NO,Regular Flooded,Good,Good
12.788270050653066,227.05974792324324,432,Yes,Regular Flooded,Warning,Warning
12.216525412104936,336.3221163731056,324,NO,Regular Flooded,Good,Good
12.551910167990476,453.3805493548904,324,Yes,Regular Flooded,Good,Good
12.781014218565788,133.9870650196117,324,Yes,Regular Flooded,Replace,Replace
12.6434761045186,537.3063396839999,324,Yes,Regular Flooded,Good,Good
12.50886045938169,426.73331649908704,324,NO,Regular Flooded,Good,Good
12.60112607362005,707.6398730997612,648,NO,Regular Flooded,Good,Good
12.714634146822537,330.968108420787,324,Yes,Regular Flooded,Good,Good
12.980491725471436,493.0313977070556,324,Yes,Regular Flooded,Good,Good
12.594449195635711,415.5566389423552,324,Yes,Regular Flooded,Good,Good
12.590158660632143,414.5468303221294,324,Yes,Regular Flooded,Good,Good
12.815112601585112,191.007560398546,432,NO,Regular Flooded,Replace,Replace
12.582316162814395,408.788697633236,324,Yes,Regular Flooded,Good,Good
12.897762922217671,231.69526433206224,432,Yes,Regular Flooded,Warning,Warning
12.644203585718202,266.93685355189587,648,Yes,Regular Flooded,Replace,Replace
12.409761992317122,287.7412052938408,324,Yes,Regular Flooded,Good,Good
12.643415262133155,233.0469864164544,648,Yes,Regular Flooded,Replace,Replace
12.867082414584274,485.8377142102914,324,Yes,Regular Flooded,Good,Good
12.476674580726348,302.161363345873,324,Yes,Regular Flooded,Good,Good
12.67398654853814,375.80549994447335,324,NO,Regular Flooded,Good,Good
12.730891472747537,134.2433961073332,324,Yes,Regular Flooded,Replace,Replace
12.598672573538678,420.9116419258971,324,Yes,Regular Flooded,Good,Good
12.34003442456253,273.0640271882289,324,Yes,Regular Flooded,Good,Good
12.379182612225028,295.6988814417218,324,Yes,Regular Flooded,Good,Good
12.37076936847073,291.4327140537753,324,Yes,Regular Flooded,Good,Good
12.470648381104075,425.8288366444533,324,Yes,Regular Flooded,Good,Good
12.768459920731102,235.84258205098868,648,NO,Regular Flooded,Replace,Replace
12.645777677880409,282.871000996017,648,NO,Regular Flooded,Replace,Replace
12.636194204537446,160.58496790328533,324,Yes,Regular Flooded,Replace,Replace
12.947050920076787,487.6810497534684,324,NO,Regular Flooded,Good,Good
12.781691065001818,193.6523384728393,648,NO,Regular Flooded,Replace,Replace
12.794387015897492,721.1257477997757,648,Yes,Regular Flooded,Good,Good
12.8033011124305,207.4838253469524,648,Yes,Regular Flooded,Replace,Replace
12.676388472356342,215.54245509005472,432,NO,Regular Flooded,Replace,Replace
12.335065538662716,304.47943356602093,324,Yes,Regular Flooded,Good,Good
12.551816636453562,430.11551616274994,324,Yes,Regular Flooded,Good,Good
12.934995516316771,522.3980264191564,324,Yes,Regular Flooded,Good,Good
12.65986887390368,235.71388838834173,648,Yes,Regular Flooded,Replace,Replace
12.644682435672642,416.40865201140207,324,Yes,Regular Flooded,Good,Good
12.860023248137407,237.6046974819863,648,Yes,Regular Flooded,Replace,Replace
12.68571783607624,405.13740715268506,324,Yes,Regular Flooded,Good,Good
12.83217919275771,488.2171902952922,324,Yes,Regular Flooded,Good,Good
12.693062199442505,718.9797542031903,648,Yes,Regular Flooded,Good,Good
12.373183638866422,299.99247501212585,324,Yes,Regular Flooded,Good,Good
12.76896663753381,736.3778883684776,648,Yes,Regular Flooded,Good,Good
12.7505571896746,724.8759525370982,648,Yes,Regular Flooded,Good,Good
12.60007050548374,451.2638354023569,324,Yes,Regular Flooded,Good,Good
12.686232370023742,396.98836603545067,324,Yes,Regular Flooded,Good,Good
12.653526719145315,218.28719350419908,648,Yes,Regular Flooded,Replace,Replace
12.57156712204728,424.5671752501127,324,Yes,Regular Flooded,Good,Good
12.596644907912651,105.2889568944528,324,Yes,Regular Flooded,Replace,Replace
12.886903763092642,250.2562610428848,432,NO,Regular Flooded,Warning,Warning
12.731792353268307,539.5439369331565,324,NO,Regular Flooded,Good,Good
12.7112149632382,241.73909468826736,432,NO,Regular Flooded,Warning,Warning
12.674519168911958,745.7735046175244,648,NO,Regular Flooded,Good,Good
12.352221200971906,271.95988794693665,324,Yes,Regular Flooded,Good,Good
12.880215712359687,143.3580886409423,324,Yes,Regular Flooded,Replace,Replace
12.474839717161682,413.0920591375453,324,Yes,Regular Flooded,Good,Good
12.78708749584876,249.45179718877964,432,Yes,Regular Flooded,Warning,Warning
12.689128909023331,462.0121389627979,324,NO,Regular Flooded,Good,Good
12.554040226396872,413.2646156772077,324,Yes,Regular Flooded,Good,Good
12.456076568412357,314.8681922670427,324,Yes,Regular Flooded,Good,Good
12.688275434964288,199.2767664914608,432,Yes,Regular Flooded,Replace,Replace
12.385856497316343,266.01506850273284,324,Yes,Regular Flooded,Good,Good
12.629504337346788,199.08205532650285,432,Yes,Regular Flooded,Replace,Replace
12.341396803417032,287.7701586168428,324,Yes,Regular Flooded,Good,Good
12.504766385696716,373.28393711703626,324,NO,Regular Flooded,Good,Good
12.681486101648058,389.0103200388232,324,NO,Regular Flooded,Good,Good
12.671823391084503,385.57508696447553,324,Yes,Regular Flooded,Good,Good
12.45088087628859,285.94622119226443,324,NO,Regular Flooded,Good,Good
12.779224048885078,106.81008761292796,324,Yes,Regular Flooded,Replace,Replace
12.444838089724414,244.86333499510548,324,Yes,Regular Flooded,Warning,Warning
12.445594829487847,293.0916693289517,324,Yes,Regular Flooded,Good,Good
12.602525039468086,423.008248940584,324,NO,Regular Flooded,Good,Good
12.630983474146175,411.928977456164,324,Yes,Regular Flooded,Good,Good
12.868314998734505,527.9666806028723,324,Yes,Regular Flooded,Good,Good
12.872440394758188,537.7787128396836,324,Yes,Regular Flooded,Good,Good
12.475048360275387,413.34591311083983,324,NO,Regular Flooded,Good,Good
12.830115406908636,437.7537590282176,324,Yes,Regular Flooded,Good,Good
12.7076824664492,532.0001737288006,324,Yes,Regular Flooded,Good,Good
12.7355404938513,227.0775509175923,432,NO,Regular Flooded,Warning,Warning
